league_id,league_name,season,team_id,team_name,rank,points,goal_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
39,Premier League,2021,50,Manchester City,1,93,73,Premier League,WDWWW,same,Promotion - Champions League (Group Stage),38,29,6,3,99,26,19,15,2,2,58,15,19,14,4,1,41,11
39,Premier League,2021,40,Liverpool,2,92,68,Premier League,WWWDW,same,Promotion - Champions League (Group Stage),38,28,8,2,94,26,19,15,4,0,49,9,19,13,4,2,45,17
39,Premier League,2021,49,Chelsea,3,74,43,Premier League,WDWDL,same,Promotion - Champions League (Group Stage),38,21,11,6,76,33,19,9,7,3,37,22,19,12,4,3,39,11
39,Premier League,2021,47,Tottenham,4,71,29,Premier League,WWWDW,same,Promotion - Champions League (Group Stage),38,22,5,11,69,40,19,13,1,5,38,19,19,9,4,6,31,21
39,Premier League,2021,42,Arsenal,5,69,13,Premier League,WLLWW,same,Promotion - Europa League (Group Stage),38,22,3,13,61,48,19,13,2,4,35,17,19,9,1,9,26,31
39,Premier League,2021,33,Manchester United,6,58,0,Premier League,LLWDL,same,Promotion - Europa League (Group Stage),38,16,10,12,57,57,19,10,5,4,32,22,19,6,5,8,25,35
39,Premier League,2021,48,West Ham,7,56,9,Premier League,LDWLL,same,Promotion - Europa Conference League (Qualification),38,16,8,14,60,51,19,9,5,5,33,26,19,7,3,9,27,25
39,Premier League,2021,46,Leicester,8,52,3,Premier League,WDWWL,same,,38,14,10,14,62,59,19,10,4,5,34,23,19,4,6,9,28,36
39,Premier League,2021,51,Brighton,9,51,-2,Premier League,WDWWD,same,,38,12,15,11,42,44,19,5,7,7,19,23,19,7,8,4,23,21
39,Premier League,2021,39,Wolves,10,51,-5,Premier League,LDLDL,same,,38,15,6,17,38,43,19,7,3,9,20,25,19,8,3,8,18,18
39,Premier League,2021,34,Newcastle,11,49,-18,Premier League,WWLLW,same,,38,13,10,15,44,62,19,8,6,5,26,27,19,5,4,10,18,35
39,Premier League,2021,52,Crystal Palace,12,48,4,Premier League,WLDWW,same,,38,11,15,12,50,46,19,7,8,4,27,17,19,4,7,8,23,29
39,Premier League,2021,55,Brentford,13,46,-8,Premier League,LWWLD,same,,38,13,7,18,48,56,19,7,3,9,22,21,19,6,4,9,26,35
39,Premier League,2021,66,Aston Villa,14,45,-2,Premier League,LDDLW,same,,38,13,6,19,52,54,19,6,5,8,29,29,19,7,1,11,23,25
39,Premier League,2021,41,Southampton,15,40,-24,Premier League,LLLLD,same,,38,9,13,16,43,67,19,6,7,6,23,24,19,3,6,10,20,43
39,Premier League,2021,45,Everton,16,39,-23,Premier League,LWLDW,same,,38,11,6,21,43,66,19,9,2,8,27,25,19,2,4,13,16,41
39,Premier League,2021,63,Leeds,17,38,-37,Premier League,WDLLL,same,,38,9,11,18,42,79,19,4,6,9,19,38,19,5,5,9,23,41
39,Premier League,2021,44,Burnley,18,35,-19,Premier League,LDLLW,same,Relegation - Championship,38,7,14,17,34,53,19,5,6,8,18,25,19,2,8,9,16,28
39,Premier League,2021,38,Watford,19,23,-43,Premier League,LLDLL,same,Relegation - Championship,38,6,5,27,34,77,19,2,2,15,17,46,19,4,3,12,17,31
39,Premier League,2021,71,Norwich,20,22,-61,Premier League,LDLLL,same,Relegation - Championship,38,5,7,26,23,84,19,3,3,13,12,43,19,2,4,13,11,41
