fixture_id,match_date,season,league_id,league_name,round,status,home_team_id,home_team_name,home_goals,home_winner,away_team_id,away_team_name,away_goals,away_winner,match_result,venue_name,referee
571475,2020-08-21 17:00:00+00:00,2020,61,Ligue 1,Regular Season - 1,FT,78,Bordeaux,0,,83,Nantes,0,,D,Stade Matmut-Atlantique,B. Bastien
571474,2020-08-22 15:00:00+00:00,2020,61,Ligue 1,Regular Season - 1,FT,89,Dijon,0,False,77,Angers,1,True,A,Stade Gaston-Gérard,E. Wattellier
571473,2020-08-22 19:00:00+00:00,2020,61,Ligue 1,Regular Season - 1,FT,79,Lille,1,,94,Rennes,1,,D,Stade Pierre-Mauroy,C. Turpin
571477,2020-08-23 11:00:00+00:00,2020,61,Ligue 1,Regular Season - 1,FT,91,Monaco,2,,93,Reims,2,,D,Stade Louis II,F. Letexier
571478,2020-08-23 13:00:00+00:00,2020,61,Ligue 1,Regular Season - 1,FT,92,Nimes,4,True,106,Stade Brestois 29,0,False,H,Stade des Costières,J. Pignard
571472,2020-08-23 13:00:00+00:00,2020,61,Ligue 1,Regular Season - 1,FT,97,Lorient,3,True,95,Strasbourg,1,False,H,Stade Yves Allainmat - Le Moustoir,J. Hamel
571479,2020-08-23 15:00:00+00:00,2020,61,Ligue 1,Regular Season - 1,FT,84,Nice,2,True,116,Lens,1,False,H,Allianz Riviera,J. Miguelgorry
571482,2020-08-28 19:00:00+00:00,2020,61,Ligue 1,Regular Season - 2,FT,80,Lyon,4,True,89,Dijon,1,False,H,Groupama Stadium,B. Millot
571489,2020-08-29 15:00:00+00:00,2020,61,Ligue 1,Regular Season - 2,FT,94,Rennes,2,True,82,Montpellier,1,False,H,Roazhon Park,W. Delajod
571491,2020-08-29 19:00:00+00:00,2020,61,Ligue 1,Regular Season - 2,FT,95,Strasbourg,0,False,84,Nice,2,True,A,Stade de la Meinau,J. Brisard
571490,2020-08-30 11:00:00+00:00,2020,61,Ligue 1,Regular Season - 2,FT,93,Reims,0,False,79,Lille,1,True,A,Stade Auguste-Delaune II,S. Frappart
571485,2020-08-30 13:00:00+00:00,2020,61,Ligue 1,Regular Season - 2,FT,77,Angers,0,False,78,Bordeaux,2,True,A,Stade Raymond-Kopa,K. Abed
571487,2020-08-30 13:00:00+00:00,2020,61,Ligue 1,Regular Season - 2,FT,83,Nantes,2,True,92,Nimes,1,False,H,Stade de la Beaujoire - Louis Fonteneau,H. Ben El Hadj
571486,2020-08-30 13:00:00+00:00,2020,61,Ligue 1,Regular Season - 2,FT,112,Metz,0,False,91,Monaco,1,True,A,Stade Saint-Symphorien,J. Stinat
571488,2020-08-30 13:00:00+00:00,2020,61,Ligue 1,Regular Season - 2,FT,1063,Saint Etienne,2,True,97,Lorient,0,False,H,Stade Geoffroy-Guichard,F. Batta
571484,2020-08-30 19:00:00+00:00,2020,61,Ligue 1,Regular Season - 2,FT,106,Stade Brestois 29,2,False,81,Marseille,3,True,A,Stade Francis-Le Blé,A. Delerue
571483,2020-09-10 19:00:00+00:00,2020,61,Ligue 1,Regular Season - 2,FT,116,Lens,1,True,85,Paris Saint Germain,0,False,H,Stade Bollaert-Delelis,H. Ben El Hadj
571493,2020-09-11 19:00:00+00:00,2020,61,Ligue 1,Regular Season - 3,FT,78,Bordeaux,0,,80,Lyon,0,,D,Stade Matmut-Atlantique,R. Buquet
571499,2020-09-12 15:00:00+00:00,2020,61,Ligue 1,Regular Season - 3,FT,82,Montpellier,3,True,84,Nice,1,False,H,Stade de la Mosson,A. Gautier
571498,2020-09-12 19:00:00+00:00,2020,61,Ligue 1,Regular Season - 3,FT,1063,Saint Etienne,2,True,95,Strasbourg,0,False,H,Stade Geoffroy-Guichard,E. Wattellier
571495,2020-09-13 11:00:00+00:00,2020,61,Ligue 1,Regular Season - 3,FT,79,Lille,1,True,112,Metz,0,False,H,Stade Pierre-Mauroy,J. Pignard
571494,2020-09-13 13:00:00+00:00,2020,61,Ligue 1,Regular Season - 3,FT,77,Angers,1,True,93,Reims,0,False,H,Stade Raymond-Kopa,B. Bastien
571492,2020-09-13 13:00:00+00:00,2020,61,Ligue 1,Regular Season - 3,FT,89,Dijon,0,False,106,Stade Brestois 29,2,True,A,Stade Gaston-Gérard,B. Dechepy
571497,2020-09-13 13:00:00+00:00,2020,61,Ligue 1,Regular Season - 3,FT,92,Nimes,2,False,94,Rennes,4,True,A,Stade des Costières,M. Lesage
571496,2020-09-13 13:00:00+00:00,2020,61,Ligue 1,Regular Season - 3,FT,97,Lorient,2,False,116,Lens,3,True,A,Stade Yves Allainmat - Le Moustoir,A. Petit
571500,2020-09-13 15:00:00+00:00,2020,61,Ligue 1,Regular Season - 3,FT,91,Monaco,2,True,83,Nantes,1,False,H,Stade Louis II,C. Turpin
571501,2020-09-13 19:00:00+00:00,2020,61,Ligue 1,Regular Season - 3,FT,85,Paris Saint Germain,0,False,81,Marseille,1,True,A,Parc des Princes,J. Brisard
571480,2020-09-15 19:00:00+00:00,2020,61,Ligue 1,Regular Season - 1,FT,82,Montpellier,2,True,80,Lyon,1,False,H,Stade de la Mosson,F. Letexier
571481,2020-09-16 19:00:00+00:00,2020,61,Ligue 1,Regular Season - 1,FT,85,Paris Saint Germain,1,True,112,Metz,0,False,H,Parc des Princes,M. Lesage
