team_id,league_id,season,team_name,matches_played_total,matches_played_home,matches_played_away,wins_total,wins_home,wins_away,draws_total,draws_home,draws_away,losses_total,losses_home,losses_away,goals_for_total,goals_for_home,goals_for_away,goals_for_avg_total,goals_for_avg_home,goals_for_avg_away,goals_against_total,goals_against_home,goals_against_away,goals_against_avg_total,goals_against_avg_home,goals_against_avg_away,clean_sheets_total,clean_sheets_home,clean_sheets_away,failed_to_score_total,failed_to_score_home,failed_to_score_away,form,extracted_at
197,88,2024,PSV Eindhoven,34,17,17,25,13,12,4,3,1,5,1,4,103,55,48,3.0,3.2,2.8,39,15,24,1.1,0.9,1.4,9,6,3,2,1,1,WWWWWWWWWWLWWWWLWDLWDDDLWWLWWWWWWW,2025-07-27 14:09:22.463882
198,88,2024,ADO Den Haag,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0.0,0.0,0.0,3,1,2,1.5,1.0,2.0,0,0,0,2,1,1,LL,2025-07-27 14:09:22.463963
199,88,2024,De Graafschap,2,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0.0,0.0,0.0,2,0,2,1.0,0.0,2.0,1,1,0,2,1,1,DL,2025-07-27 14:09:22.464040
201,88,2024,AZ Alkmaar,36,19,17,18,10,8,9,4,5,9,5,4,65,37,28,1.8,1.9,1.6,40,20,20,1.1,1.1,1.2,12,6,6,5,1,4,WWDWWWLLLDLLWWWWWDDLWWWLDDDLLDWWWDWW,2025-07-27 14:09:22.464125
202,88,2024,Groningen,34,17,17,10,8,2,9,6,3,15,3,12,40,27,13,1.2,1.6,0.8,53,14,39,1.6,0.8,2.3,7,7,0,12,5,7,WWDDDLLLLLLWLWDLDLWDLWWDWDLLLWWLDL,2025-07-27 14:09:22.464207
203,88,2024,NAC Breda,34,17,17,8,6,2,9,6,3,17,5,12,34,21,13,1.0,1.2,0.8,58,22,36,1.7,1.3,2.1,5,4,1,10,2,8,LWLLWLLWWWLLDWWLLLWLDLDLDDDLDDLLLD,2025-07-27 14:09:22.464290
205,88,2024,Fortuna Sittard,34,17,17,11,8,3,8,1,7,15,8,7,37,17,20,1.1,1.0,1.2,54,24,30,1.6,1.4,1.8,10,8,2,11,6,5,WWLLLLDWDWWLLDDWWLLLDLLWWLLDLWLWDD,2025-07-27 14:09:22.464367
206,88,2024,Heracles,34,17,17,9,6,3,11,7,4,14,4,10,42,29,13,1.2,1.7,0.8,63,27,36,1.9,1.6,2.1,6,3,3,9,1,8,DLDLDWWLLLWLDLDLDWDDDWLWLDWDWLLWLL,2025-07-27 14:09:22.464432
207,88,2024,Utrecht,34,17,17,18,9,9,10,3,7,6,5,1,62,28,34,1.8,1.6,2.0,45,24,21,1.3,1.4,1.2,9,6,3,6,4,2,WDWWWWWWLWWWLDWDLWDDDLDWWLWDWWWLDD,2025-07-27 14:09:22.464511
209,88,2024,Feyenoord,34,17,17,20,11,9,8,3,5,6,3,3,76,38,38,2.2,2.2,2.2,38,18,20,1.1,1.1,1.2,10,6,4,5,2,3,DWDDWDWWWLWWWDWWLLDLWDWDWWWWWWWLWL,2025-07-27 14:09:22.464590
210,88,2024,Heerenveen,35,17,18,12,10,2,7,6,1,16,1,15,43,30,13,1.2,1.8,0.7,61,15,46,1.7,0.9,2.6,6,6,0,10,1,9,LDWLLWLDLWLWLDWWLWLLDDDWLDLWLWWLLWL,2025-07-27 14:09:22.464669
